ticker,asset_class,frequency,uses_volume,directional_accuracy_pct,ic,rank_ic,mae_pct,annualized_sharpe
EURUSD=X,FX,1d,False,56.16438356164384,-0.07259079342201005,-0.10967873842593817,0.10380518757180349,-44.291381356669255
EURUSD=X,FX,1h,True,51.85185185185185,-0.0740815590436073,-0.06075586317315991,0.0416603448393289,0.0
EURUSD=X,FX,1h,False,51.85185185185185,-0.0740815590436073,-0.06075586317315991,0.0416603448393289,0.0
GBPUSD=X,FX,1d,True,56.83453237410072,-0.13331715759852233,-0.08358094991540257,0.10384825870763355,-45.744255854065415
GBPUSD=X,FX,1d,False,56.83453237410072,-0.13331715759852233,-0.08358094991540257,0.10384825870763355,-45.744255854065415
GBPUSD=X,FX,1h,True,48.64864864864865,0.041628239398657105,-0.01811459897293838,0.05989382813883519,-18.2064417884668
GBPUSD=X,FX,1h,False,48.64864864864865,0.041628239398657105,-0.01811459897293838,0.05989382813883519,-18.2064417884668
USDJPY=X,FX,1d,True,50.0,0.16841678622391287,0.1273171256457881,0.10270829002850708,-44.16273810510224
USDJPY=X,FX,1d,False,50.0,0.16841678622391287,0.1273171256457881,0.10270829002850708,-44.16273810510224
USDJPY=X,FX,1h,True,59.73154362416108,-0.04241015748438295,-0.028534626903097552,0.11110037564261196,-13.548863913704288
USDJPY=X,FX,1h,False,59.73154362416108,-0.04241015748438295,-0.028534626903097552,0.11110037564261196,-13.548863913704288
GLD,Commodities,1d,True,46.666666666666664,0.07830597626329457,0.08195030890261791,0.7083333924213852,-1.8871352939181043
GLD,Commodities,1d,False,46.666666666666664,-0.03511118948388364,-0.019568869727543448,0.7083541278140425,-1.8871352939181043
GLD,Commodities,1h,True,48.66666666666667,-0.03209585330722136,0.012436108271478733,0.23716267122411713,-11.236991325997009
GLD,Commodities,1h,False,48.66666666666667,-0.04299015969700008,0.0010116005155784702,0.23621990583827332,-11.236991325997009
USO,Commodities,1d,True,55.70469798657718,0.012803890914112577,0.004759322636561625,1.4752647959588405,1.289915249598896
USO,Commodities,1d,False,55.70469798657718,-0.017804866507393803,-0.07080314680652473,1.4753397697932087,1.4871926367735164
USO,Commodities,1h,True,55.333333333333336,0.045735709106163355,0.02890972932130317,0.41639360487655114,0.8799916559990166
USO,Commodities,1h,False,55.333333333333336,0.10219189229912111,0.11505755811369395,0.41623314688331453,0.8799916559990166
SLV,Commodities,1d,True,45.27027027027027,0.06886294368834342,0.09056588343119577,1.3390835075600385,-0.8621712990773067
SLV,Commodities,1d,False,45.27027027027027,0.06068254323488272,0.07800353616033676,1.3393791012349539,-0.8621712990773067
SLV,Commodities,1h,True,48.0,-0.0916575750436831,-0.013634383750388909,0.3832156449595156,-8.144713621455631
SLV,Commodities,1h,False,48.0,-0.05643153909737505,-0.01919196408729277,0.38306609077456716,-8.144713621455631
