horizon,mae,rmse,mape_pct,ic,rank_ic,directional_accuracy_pct
5,0.33697457695007327,0.6005892951529466,0.6896300275749866,0.9999763920445702,0.9977725759028311,60.0
10,0.6848207101821899,1.2912054117572573,1.304952056121218,0.9998988408170327,0.9969232721404117,60.0
20,1.3576091475486756,2.561571752654043,2.473402996396899,0.9996683376652561,0.9971612403520075,58.333333333333336
50,3.5068488965034486,6.616987328862722,6.442969213557788,0.9980524991248277,0.9951992934515285,64.0
100,7.9379217577934265,15.264846931862404,14.454939861682249,0.9911825603358083,0.9915201767522294,50.0
