horizon,ic,rank_ic,mae,rmse,hit_rate_pct
1,-0.202140228264035,-0.13512995515918075,0.002516787629577658,0.003119128267770446,45.45454545454545
5,0.3050882286699414,0.3153846153846154,0.011358561484526368,0.012555526483461539,60.0
10,0.053264000481371636,0.07076923076923076,0.023296267482453063,0.0255229952572571,60.0
20,0.25171597511868404,0.20230769230769227,0.047032199057244706,0.05092027968159046,58.333333333333336
50,0.2563825103867938,0.3123076923076923,0.13542974186916698,0.14535866055481858,64.0
