fee_bps,cagr_pct,annualized_return_pct,annualized_sharpe,annualized_sortino,max_drawdown_pct,calmar_ratio,annualized_turnover_pct,win_rate_pct,profit_factor,information_ratio
0.0,4113.033471917789,380.48636869078666,13.924182989254941,49.808617587768595,-2.9227745125951166,1407.2359807850821,33318.12080536912,81.87919463087249,13.875458572789972,23.02474549061799
5.0,3474.8897465652462,363.8273082881021,13.307463419698667,46.42815969887706,-3.0351932752600943,1144.8660496978773,33318.12080536912,79.86577181208054,12.031290602543402,21.892811056261575
10.0,2933.014144665848,347.16824788541754,12.68763597015157,44.11999357175772,-3.230776340137094,907.8357109248336,33318.12080536912,79.19463087248322,10.47609554269877,20.74267733848668
25.0,1750.8578512642703,297.1910666773639,10.815192709277062,36.54153943285198,-4.678421226820506,374.24117295905745,33318.12080536912,77.85234899328859,7.179590134696753,17.21933723192172
50.0,710.4804636349629,213.895764663941,7.685275227236262,20.66011097153,-8.172327852262475,86.93734216364018,33318.12080536912,68.45637583892618,3.9698483260582615,11.319936726796294
100.0,53.88856598868736,47.30516063709536,1.625454728662313,3.7708971185217504,-16.697601386385504,3.2273237759977014,33318.12080536912,56.375838926174495,1.3197548066827252,0.6798240162034124
200.0,-94.67058625683022,-285.8760474165959,-8.523333632120005,-13.435010833173145,-82.52602604405482,-1.1471603660501075,33318.12080536912,26.174496644295303,0.2525970008552597,-13.2311289685696
